cod,message,cnt,list__dt,list__main__temp,list__main__feels_like,list__main__temp_min,list__main__temp_max,list__main__pressure,list__main__sea_level,list__main__grnd_level,list__main__humidity,list__main__temp_kf,list__weather__id,list__weather__main,list__weather__description,list__weather__icon,list__clouds__all,list__wind__speed,list__wind__deg,list__wind__gust,list__visibility,list__pop,list__rain__3h,list__sys__pod,list__dt_txt,city__id,city__name,city__coord__lat,city__coord__lon,city__country,city__population,city__timezone,city__sunrise,city__sunset
,,,1719090000,293.81,293.5,293.81,293.81,1015,1015,1008,60,0.0,801,Clouds,few clouds,02n,17,6.54,326,11.1,10000,0.0,,n,2024-06-22 21:00:00,,,,,,,,,
,,,1719100800,292.1,291.85,292.1,292.1,1015,1015,1008,69,0.0,800,Clear,clear sky,01n,8,5.6,329,9.45,10000,0.0,,n,2024-06-23 00:00:00,,,,,,,,,
,,,1719111600,291.58,291.41,291.58,291.58,1014,1014,1007,74,0.0,800,Clear,clear sky,01n,7,5.72,332,10.18,10000,0.0,,n,2024-06-23 03:00:00,,,,,,,,,
,,,1719122400,294.2,294.16,294.2,294.2,1014,1014,1007,69,0.0,802,Clouds,scattered clouds,03d,39,7.48,331,12.83,10000,0.0,,d,2024-06-23 06:00:00,,,,,,,,,
200.0,0.0,40.0,1719241200,299.71,299.71,299.71,300.03,1009,1009,1007,45,-0.32,802,Clouds,scattered clouds,03d,40,5.22,302,5.39,10000,0.03,,d,2024-06-24 15:00:00,6540125.0,Cagliari,39.2172,9.1133,IT,0.0,7200.0,1719201493.0,1719255223.0
,,,1719252000,298.87,298.75,297.19,298.87,1010,1010,1008,48,1.68,802,Clouds,scattered clouds,03d,41,5.4,323,6.54,10000,0.03,,d,2024-06-24 18:00:00,,,,,,,,,
,,,1719262800,294.86,294.84,292.43,294.86,1011,1011,1009,67,2.43,801,Clouds,few clouds,02n,15,3.99,331,5.75,10000,0.0,,n,2024-06-24 21:00:00,,,,,,,,,
,,,1719273600,290.93,291.04,290.93,290.93,1012,1012,1009,87,0.0,801,Clouds,few clouds,02n,15,3.3,334,4.53,10000,0.0,,n,2024-06-25 00:00:00,,,,,,,,,
,,,1719284400,290.43,290.46,290.43,290.43,1011,1011,1009,86,0.0,800,Clear,clear sky,01n,3,2.64,322,3.04,10000,0.0,,n,2024-06-25 03:00:00,,,,,,,,,
,,,1719295200,293.58,293.56,293.58,293.58,1012,1012,1009,72,0.0,800,Clear,clear sky,01d,4,3.06,322,3.85,10000,0.0,,d,2024-06-25 06:00:00,,,,,,,,,
,,,1719306000,298.66,298.6,298.66,298.66,1011,1011,1009,51,0.0,800,Clear,clear sky,01d,4,1.59,292,3.11,10000,0.0,,d,2024-06-25 09:00:00,,,,,,,,,
,,,1719316800,298.59,298.57,298.59,298.59,1010,1010,1008,53,0.0,801,Clouds,few clouds,02d,20,4.24,176,4.72,10000,0.05,,d,2024-06-25 12:00:00,,,,,,,,,
,,,1719327600,299.82,300.16,299.82,299.82,1010,1010,1007,48,0.0,803,Clouds,broken clouds,04d,75,0.46,19,2.26,10000,0.05,,d,2024-06-25 15:00:00,,,,,,,,,
,,,1719338400,297.77,297.7,297.77,297.77,1010,1010,1008,54,0.0,803,Clouds,broken clouds,04d,76,3.56,331,4.56,10000,0.03,,d,2024-06-25 18:00:00,,,,,,,,,
,,,1719349200,292.86,292.92,292.86,292.86,1011,1011,1009,78,0.0,800,Clear,clear sky,01n,8,3.88,335,5.48,10000,0.0,,n,2024-06-25 21:00:00,,,,,,,,,
,,,1719360000,291.74,291.8,291.74,291.74,1012,1012,1009,82,0.0,800,Clear,clear sky,01n,4,2.01,330,2.62,10000,0.0,,n,2024-06-26 00:00:00,,,,,,,,,
,,,1719370800,291.2,291.23,291.2,291.2,1011,1011,1008,83,0.0,800,Clear,clear sky,01n,0,1.51,331,1.87,10000,0.0,,n,2024-06-26 03:00:00,,,,,,,,,
,,,1719381600,294.48,294.44,294.48,294.48,1012,1012,1009,68,0.0,800,Clear,clear sky,01d,1,0.76,321,1.49,10000,0.0,,d,2024-06-26 06:00:00,,,,,,,,,
,,,1719392400,297.71,297.74,297.71,297.71,1012,1012,1010,58,0.0,800,Clear,clear sky,01d,0,3.5,160,2.66,10000,0.0,,d,2024-06-26 09:00:00,,,,,,,,,
,,,1719403200,299.14,299.14,299.14,299.14,1012,1012,1010,56,0.0,800,Clear,clear sky,01d,6,5.0,156,3.68,10000,0.0,,d,2024-06-26 12:00:00,,,,,,,,,
,,,1719414000,299.15,299.15,299.15,299.15,1012,1012,1009,58,0.0,803,Clouds,broken clouds,04d,57,5.13,160,4.6,10000,0.0,,d,2024-06-26 15:00:00,,,,,,,,,
,,,1719424800,297.18,297.34,297.18,297.18,1011,1011,1009,65,0.0,802,Clouds,scattered clouds,03d,30,2.86,140,3.1,10000,0.0,,d,2024-06-26 18:00:00,,,,,,,,,
,,,1719435600,294.09,294.35,294.09,294.09,1013,1013,1010,81,0.0,800,Clear,clear sky,01n,0,2.46,158,2.98,10000,0.0,,n,2024-06-26 21:00:00,,,,,,,,,
,,,1719446400,293.63,293.95,293.63,293.63,1012,1012,1009,85,0.0,800,Clear,clear sky,01n,0,2.5,130,3.08,10000,0.0,,n,2024-06-27 00:00:00,,,,,,,,,
,,,1719457200,293.31,293.6,293.31,293.31,1011,1011,1008,85,0.0,800,Clear,clear sky,01n,2,1.78,107,2.32,10000,0.0,,n,2024-06-27 03:00:00,,,,,,,,,
,,,1719468000,296.41,296.51,296.41,296.41,1011,1011,1009,66,0.0,802,Clouds,scattered clouds,03d,25,1.42,129,2.63,10000,0.0,,d,2024-06-27 06:00:00,,,,,,,,,
,,,1719478800,300.21,300.75,300.21,300.21,1012,1012,1009,52,0.0,802,Clouds,scattered clouds,03d,39,4.61,148,5.73,10000,0.08,,d,2024-06-27 09:00:00,,,,,,,,,
,,,1719489600,301.97,302.04,301.97,301.97,1011,1011,1008,45,0.0,801,Clouds,few clouds,02d,20,6.57,157,7.43,10000,0.0,,d,2024-06-27 12:00:00,,,,,,,,,
,,,1719500400,301.88,302.04,301.88,301.88,1011,1011,1008,46,0.0,800,Clear,clear sky,01d,1,5.85,148,7.77,10000,0.0,,d,2024-06-27 15:00:00,,,,,,,,,
,,,1719511200,299.14,299.14,299.14,299.14,1012,1012,1009,56,0.0,800,Clear,clear sky,01d,3,3.54,158,6.06,10000,0.0,,d,2024-06-27 18:00:00,,,,,,,,,
,,,1719522000,295.53,295.6,295.53,295.53,1013,1013,1010,68,0.0,800,Clear,clear sky,01n,6,1.69,146,3.51,10000,0.0,,n,2024-06-27 21:00:00,,,,,,,,,
,,,1719532800,295.05,295.07,295.05,295.05,1013,1013,1010,68,0.0,801,Clouds,few clouds,02n,11,0.66,174,1.98,10000,0.0,,n,2024-06-28 00:00:00,,,,,,,,,
,,,1719543600,294.84,294.71,294.84,294.84,1013,1013,1010,63,0.0,801,Clouds,few clouds,02n,18,0.18,29,1.46,10000,0.0,,n,2024-06-28 03:00:00,,,,,,,,,
,,,1719554400,298.63,298.57,298.63,298.63,1013,1013,1010,51,0.0,800,Clear,clear sky,01d,9,2.2,118,4.08,10000,0.0,,d,2024-06-28 06:00:00,,,,,,,,,
,,,1719565200,303.67,303.33,303.67,303.67,1013,1013,1011,39,0.0,800,Clear,clear sky,01d,8,3.23,156,4.24,10000,0.0,,d,2024-06-28 09:00:00,,,,,,,,,
,,,1719576000,304.41,304.56,304.41,304.41,1013,1013,1010,41,0.0,801,Clouds,few clouds,02d,18,6.39,157,7.75,10000,0.0,,d,2024-06-28 12:00:00,,,,,,,,,
,,,1719586800,303.93,303.78,303.93,303.93,1013,1013,1010,40,0.0,801,Clouds,few clouds,02d,11,6.13,152,8.44,10000,0.0,,d,2024-06-28 15:00:00,,,,,,,,,
,,,1719597600,300.79,301.13,300.79,300.79,1013,1013,1010,49,0.0,800,Clear,clear sky,01d,10,3.85,161,7.05,10000,0.0,,d,2024-06-28 18:00:00,,,,,,,,,
,,,1719608400,296.6,296.7,296.6,296.6,1014,1014,1012,65,0.0,801,Clouds,few clouds,02n,19,2.37,149,4.95,10000,0.0,,n,2024-06-28 21:00:00,,,,,,,,,
,,,1719619200,296.43,296.43,296.43,296.43,1014,1014,1011,62,0.0,801,Clouds,few clouds,02n,21,0.77,296,2.36,10000,0.0,,n,2024-06-29 00:00:00,,,,,,,,,
,,,1719630000,297.17,297.06,297.17,297.17,1014,1014,1012,55,0.0,804,Clouds,overcast clouds,04n,99,1.5,268,2.48,10000,0.0,,n,2024-06-29 03:00:00,,,,,,,,,
,,,1719640800,299.88,300.37,299.88,299.88,1013,1013,1010,51,0.0,803,Clouds,broken clouds,04d,84,2.73,127,5.52,10000,0.0,,d,2024-06-29 06:00:00,,,,,,,,,
,,,1719651600,303.15,303.33,303.15,303.15,1013,1013,1011,44,0.0,803,Clouds,broken clouds,04d,72,5.52,173,7.03,10000,0.0,,d,2024-06-29 09:00:00,,,,,,,,,
,,,1719662400,303.32,304.13,303.32,303.32,1013,1013,1010,48,0.0,803,Clouds,broken clouds,04d,78,4.6,156,4.78,10000,0.0,,d,2024-06-29 12:00:00,,,,,,,,,
